author,views,date,order
Octavia E. Butler,29257,7/31/2018,37
Octavia E. Butler,21501,8/31/2018,38
Octavia E. Butler,17159,9/30/2018,39
Octavia E. Butler,18300,10/31/2018,40
Octavia E. Butler,18539,11/30/2018,41
Octavia E. Butler,18852,12/31/2018,42
Octavia E. Butler,19693,1/31/2019,43
Octavia E. Butler,24384,2/28/2019,44
Octavia E. Butler,23292,3/31/2019,45
Octavia E. Butler,19940,4/30/2019,46
Octavia E. Butler,19258,5/31/2019,47
Octavia E. Butler,20650,6/30/2019,48
Octavia E. Butler,18180,7/31/2019,49
Octavia E. Butler,18400,8/31/2019,50
Octavia E. Butler,17791,9/30/2019,51
Octavia E. Butler,19166,10/31/2019,52
Octavia E. Butler,19441,11/30/2019,53
Octavia E. Butler,20428,12/31/2019,54
Octavia E. Butler,25346,1/31/2020,55
Octavia E. Butler,27005,2/29/2020,56
Octavia E. Butler,25852,3/31/2020,57
Octavia E. Butler,26290,4/30/2020,58
Octavia E. Butler,28796,5/31/2020,59
Octavia E. Butler,57523,6/30/2020,60
Octavia E. Butler,43408,7/31/2020,61
Octavia E. Butler,37094,8/31/2020,62
Octavia E. Butler,47716,9/30/2020,63
Octavia E. Butler,34900,10/31/2020,64
Octavia E. Butler,32414,11/30/2020,65
Octavia E. Butler,31860,12/31/2020,66
Octavia E. Butler,40659,1/31/2021,67
Octavia E. Butler,87782,2/28/2021,68
Octavia E. Butler,96900,3/31/2021,69
Octavia E. Butler,41296,4/30/2021,70
Octavia E. Butler,34652,5/31/2021,71
Octavia E. Butler,39446,6/30/2021,72
Octavia E. Butler,33626,7/31/2021,73
Octavia E. Butler,33726,8/31/2021,74
Octavia E. Butler,31440,9/30/2021,75
Octavia E. Butler,30991,10/31/2021,76
Octavia E. Butler,26959,11/30/2021,77
Octavia E. Butler,27651,12/31/2021,78
Octavia E. Butler,31612,1/31/2022,79
Octavia E. Butler,40096,2/28/2022,80
Octavia E. Butler,2535,3/31/2022,81
Paul Beatty,1316,7/31/2015,1
Paul Beatty,1110,8/31/2015,2
Paul Beatty,1020,9/30/2015,3
Paul Beatty,1037,10/31/2015,4
Paul Beatty,835,11/30/2015,5
Paul Beatty,3489,12/31/2015,6
Paul Beatty,1911,1/31/2016,7
Paul Beatty,1755,2/29/2016,8
Paul Beatty,3898,3/31/2016,9
Paul Beatty,2209,4/30/2016,10
Paul Beatty,1896,5/31/2016,11
Paul Beatty,2002,6/30/2016,12
Paul Beatty,2244,7/31/2016,13
Paul Beatty,2124,8/31/2016,14
Paul Beatty,3233,9/30/2016,15
Paul Beatty,39682,10/31/2016,16
Paul Beatty,16790,11/30/2016,17
Paul Beatty,20115,12/31/2016,18
Paul Beatty,18895,1/31/2017,19
Paul Beatty,12902,2/28/2017,20
Paul Beatty,13196,3/31/2017,21
Paul Beatty,11075,4/30/2017,22
Paul Beatty,10013,5/31/2017,23
Paul Beatty,8075,6/30/2017,24
Paul Beatty,7784,7/31/2017,25
Paul Beatty,7213,8/31/2017,26
Paul Beatty,6741,9/30/2017,27
Paul Beatty,8747,10/31/2017,28
Paul Beatty,5154,11/30/2017,29
Paul Beatty,5223,12/31/2017,30
Paul Beatty,5883,1/31/2018,31
Paul Beatty,4650,2/28/2018,32
Paul Beatty,4760,3/31/2018,33
Paul Beatty,4667,4/30/2018,34
Paul Beatty,4703,5/31/2018,35
Paul Beatty,3856,6/30/2018,36
Paul Beatty,4564,7/31/2018,37
Paul Beatty,4072,8/31/2018,38
Paul Beatty,3792,9/30/2018,39
Paul Beatty,4378,10/31/2018,40
Paul Beatty,3249,11/30/2018,41
Paul Beatty,3538,12/31/2018,42
Paul Beatty,4262,1/31/2019,43
Paul Beatty,3489,2/28/2019,44
Paul Beatty,3246,3/31/2019,45
Paul Beatty,2904,4/30/2019,46
Paul Beatty,3022,5/31/2019,47
Paul Beatty,3110,6/30/2019,48
Paul Beatty,3152,7/31/2019,49
Paul Beatty,3345,8/31/2019,50
Paul Beatty,2992,9/30/2019,51
Paul Beatty,3247,10/31/2019,52
Paul Beatty,3162,11/30/2019,53
Paul Beatty,3201,12/31/2019,54
Paul Beatty,3597,1/31/2020,55
Paul Beatty,3289,2/29/2020,56
Paul Beatty,2844,3/31/2020,57
Paul Beatty,3578,4/30/2020,58
Paul Beatty,3734,5/31/2020,59
Paul Beatty,6140,6/30/2020,60
Paul Beatty,4469,7/31/2020,61
Paul Beatty,3518,8/31/2020,62
Paul Beatty,3098,9/30/2020,63
Paul Beatty,3110,10/31/2020,64
Paul Beatty,4034,11/30/2020,65
Paul Beatty,3321,12/31/2020,66
Paul Beatty,3736,1/31/2021,67
Paul Beatty,3496,2/28/2021,68
Paul Beatty,3479,3/31/2021,69
Paul Beatty,3066,4/30/2021,70
Paul Beatty,3141,5/31/2021,71
Paul Beatty,2802,6/30/2021,72
Paul Beatty,3036,7/31/2021,73
Paul Beatty,2865,8/31/2021,74
Paul Beatty,2946,9/30/2021,75
Paul Beatty,2842,10/31/2021,76
Paul Beatty,2711,11/30/2021,77
Paul Beatty,2406,12/31/2021,78
Paul Beatty,3133,1/31/2022,79
Paul Beatty,2942,2/28/2022,80
Paul Beatty,191,3/31/2022,81
Ralph Ellison,10675,7/31/2015,1
Ralph Ellison,10512,8/31/2015,2
Ralph Ellison,10262,9/30/2015,3
Ralph Ellison,10670,10/31/2015,4
Ralph Ellison,10758,11/30/2015,5
Ralph Ellison,9822,12/31/2015,6
Ralph Ellison,13597,1/31/2016,7
Ralph Ellison,21108,2/29/2016,8
Ralph Ellison,14044,3/31/2016,9
Ralph Ellison,12647,4/30/2016,10
Ralph Ellison,11681,5/31/2016,11
Ralph Ellison,9961,6/30/2016,12
Ralph Ellison,8890,7/31/2016,13
Ralph Ellison,10453,8/31/2016,14
Ralph Ellison,10640,9/30/2016,15
Ralph Ellison,13275,10/31/2016,16
Ralph Ellison,13609,11/30/2016,17
Ralph Ellison,14244,12/31/2016,18
Ralph Ellison,14575,1/31/2017,19
Ralph Ellison,19857,2/28/2017,20
Ralph Ellison,15140,3/31/2017,21
Ralph Ellison,12713,4/30/2017,22
Ralph Ellison,11582,5/31/2017,23
Ralph Ellison,10007,6/30/2017,24
Ralph Ellison,9597,7/31/2017,25
Ralph Ellison,13545,8/31/2017,26
Ralph Ellison,10708,9/30/2017,27
Ralph Ellison,12497,10/31/2017,28
Ralph Ellison,11457,11/30/2017,29
Ralph Ellison,10468,12/31/2017,30
Ralph Ellison,14183,1/31/2018,31
Ralph Ellison,17356,2/28/2018,32
Ralph Ellison,13626,3/31/2018,33
Ralph Ellison,12717,4/30/2018,34
Ralph Ellison,16681,5/31/2018,35
Ralph Ellison,12809,6/30/2018,36
Ralph Ellison,10494,7/31/2018,37
Ralph Ellison,11280,8/31/2018,38
Ralph Ellison,13993,9/30/2018,39
Ralph Ellison,13377,10/31/2018,40
Ralph Ellison,12265,11/30/2018,41
Ralph Ellison,11446,12/31/2018,42
Ralph Ellison,13360,1/31/2019,43
Ralph Ellison,21041,2/28/2019,44
Ralph Ellison,17202,3/31/2019,45
Ralph Ellison,13083,4/30/2019,46
Ralph Ellison,11266,5/31/2019,47
Ralph Ellison,12667,6/30/2019,48
Ralph Ellison,9322,7/31/2019,49
Ralph Ellison,10730,8/31/2019,50
Ralph Ellison,10231,9/30/2019,51
Ralph Ellison,11468,10/31/2019,52
Ralph Ellison,11913,11/30/2019,53
Ralph Ellison,14315,12/31/2019,54
Ralph Ellison,13580,1/31/2020,55
Ralph Ellison,18521,2/29/2020,56
Ralph Ellison,14149,3/31/2020,57
Ralph Ellison,14515,4/30/2020,58
Ralph Ellison,13880,5/31/2020,59
Ralph Ellison,45634,6/30/2020,60
Ralph Ellison,19962,7/31/2020,61
Ralph Ellison,16230,8/31/2020,62
Ralph Ellison,15273,9/30/2020,63
Ralph Ellison,14714,10/31/2020,64
Ralph Ellison,13245,11/30/2020,65
Ralph Ellison,16112,12/31/2020,66
Ralph Ellison,15869,1/31/2021,67
Ralph Ellison,24076,2/28/2021,68
Ralph Ellison,17280,3/31/2021,69
Ralph Ellison,18683,4/30/2021,70
Ralph Ellison,14913,5/31/2021,71
Ralph Ellison,17850,6/30/2021,72
Ralph Ellison,11800,7/31/2021,73
Ralph Ellison,10690,8/31/2021,74
Ralph Ellison,10917,9/30/2021,75
Ralph Ellison,12974,10/31/2021,76
Ralph Ellison,11748,11/30/2021,77
Ralph Ellison,10121,12/31/2021,78
Ralph Ellison,12459,1/31/2022,79
Ralph Ellison,16694,2/28/2022,80
Ralph Ellison,1513,3/31/2022,81
Richard Wright,13447,7/31/2015,1
Richard Wright,16047,8/31/2015,2
Richard Wright,17855,9/30/2015,3
Richard Wright,18175,10/31/2015,4
Richard Wright,16922,11/30/2015,5
Richard Wright,15374,12/31/2015,6
Richard Wright,18247,1/31/2016,7
Richard Wright,26602,2/29/2016,8
Richard Wright,18712,3/31/2016,9
Richard Wright,17458,4/30/2016,10
Richard Wright,15573,5/31/2016,11
Richard Wright,11598,6/30/2016,12
Richard Wright,11833,7/31/2016,13
Richard Wright,12906,8/31/2016,14
Richard Wright,16491,9/30/2016,15
Richard Wright,16763,10/31/2016,16
Richard Wright,17378,11/30/2016,17
Richard Wright,15898,12/31/2016,18
Richard Wright,34736,1/31/2017,19
Richard Wright,33313,2/28/2017,20
Richard Wright,21732,3/31/2017,21
Richard Wright,17021,4/30/2017,22
Richard Wright,16341,5/31/2017,23
Richard Wright,12082,6/30/2017,24
Richard Wright,12667,7/31/2017,25
Richard Wright,13231,8/31/2017,26
Richard Wright,15548,9/30/2017,27
Richard Wright,18004,10/31/2017,28
Richard Wright,15915,11/30/2017,29
Richard Wright,13783,12/31/2017,30
Richard Wright,19310,1/31/2018,31
Richard Wright,24456,2/28/2018,32
Richard Wright,20875,3/31/2018,33
Richard Wright,18603,4/30/2018,34
Richard Wright,17616,5/31/2018,35
Richard Wright,13480,6/30/2018,36
Richard Wright,12449,7/31/2018,37
Richard Wright,13857,8/31/2018,38
Richard Wright,16186,9/30/2018,39
Richard Wright,15593,10/31/2018,40
Richard Wright,14678,11/30/2018,41
Richard Wright,14648,12/31/2018,42
Richard Wright,22240,1/31/2019,43
Richard Wright,25135,2/28/2019,44
Richard Wright,20240,3/31/2019,45
Richard Wright,28888,4/30/2019,46
Richard Wright,15999,5/31/2019,47
Richard Wright,12346,6/30/2019,48
Richard Wright,11535,7/31/2019,49
Richard Wright,13208,8/31/2019,50
Richard Wright,14471,9/30/2019,51
Richard Wright,15076,10/31/2019,52
Richard Wright,14175,11/30/2019,53
Richard Wright,12232,12/31/2019,54
Richard Wright,15287,1/31/2020,55
Richard Wright,22033,2/29/2020,56
Richard Wright,13560,3/31/2020,57
Richard Wright,14018,4/30/2020,58
Richard Wright,15895,5/31/2020,59
Richard Wright,35606,6/30/2020,60
Richard Wright,21860,7/31/2020,61
Richard Wright,18868,8/31/2020,62
Richard Wright,17963,9/30/2020,63
Richard Wright,17547,10/31/2020,64
Richard Wright,16125,11/30/2020,65
Richard Wright,16288,12/31/2020,66
Richard Wright,17747,1/31/2021,67
Richard Wright,36402,2/28/2021,68
Richard Wright,21019,3/31/2021,69
Richard Wright,22316,4/30/2021,70
Richard Wright,21265,5/31/2021,71
Richard Wright,14540,6/30/2021,72
Richard Wright,14669,7/31/2021,73
Richard Wright,12853,8/31/2021,74
Richard Wright,14268,9/30/2021,75
Richard Wright,14486,10/31/2021,76
Richard Wright,12861,11/30/2021,77
Richard Wright,12105,12/31/2021,78
Richard Wright,15109,1/31/2022,79
Richard Wright,20314,2/28/2022,80
Richard Wright,1167,3/31/2022,81
Sister Souljah,12870,7/31/2015,1
Sister Souljah,15778,8/31/2015,2
Sister Souljah,10618,9/30/2015,3
Sister Souljah,10625,10/31/2015,4
Sister Souljah,28734,11/30/2015,5
Sister Souljah,14965,12/31/2015,6
Sister Souljah,13397,1/31/2016,7
Sister Souljah,22073,2/29/2016,8
Sister Souljah,12508,3/31/2016,9
Sister Souljah,20053,4/30/2016,10
Sister Souljah,13093,5/31/2016,11
Sister Souljah,8364,6/30/2016,12
Sister Souljah,10460,7/31/2016,13
Sister Souljah,8836,8/31/2016,14
Sister Souljah,12972,9/30/2016,15
Sister Souljah,11570,10/31/2016,16
Sister Souljah,9818,11/30/2016,17
Sister Souljah,11892,12/31/2016,18
Sister Souljah,10414,1/31/2017,19
Sister Souljah,9048,2/28/2017,20
Sister Souljah,9376,3/31/2017,21
Sister Souljah,7175,4/30/2017,22
Sister Souljah,7000,5/31/2017,23
Sister Souljah,11925,6/30/2017,24
Sister Souljah,25755,7/31/2017,25
Sister Souljah,18082,8/31/2017,26
Sister Souljah,10637,9/30/2017,27
Sister Souljah,10886,10/31/2017,28
Sister Souljah,9646,11/30/2017,29
Sister Souljah,10923,12/31/2017,30
Sister Souljah,11508,1/31/2018,31
Sister Souljah,8969,2/28/2018,32
Sister Souljah,8019,3/31/2018,33
Sister Souljah,8289,4/30/2018,34
Sister Souljah,7459,5/31/2018,35
Sister Souljah,7468,6/30/2018,36
Sister Souljah,10586,7/31/2018,37
Sister Souljah,7837,8/31/2018,38
Sister Souljah,6739,9/30/2018,39
Sister Souljah,14380,10/31/2018,40
Sister Souljah,10824,11/30/2018,41
Sister Souljah,9323,12/31/2018,42
Sister Souljah,9121,1/31/2019,43
Sister Souljah,8092,2/28/2019,44
Sister Souljah,14105,3/31/2019,45
Sister Souljah,8178,4/30/2019,46
Sister Souljah,7800,5/31/2019,47
Sister Souljah,7109,6/30/2019,48
Sister Souljah,7220,7/31/2019,49
Sister Souljah,6058,8/31/2019,50
Sister Souljah,8441,9/30/2019,51
Sister Souljah,5615,10/31/2019,52
Sister Souljah,5817,11/30/2019,53
Sister Souljah,6560,12/31/2019,54
Sister Souljah,5974,1/31/2020,55
Sister Souljah,7591,2/29/2020,56
Sister Souljah,10536,3/31/2020,57
Sister Souljah,9892,4/30/2020,58
Sister Souljah,12225,5/31/2020,59
Sister Souljah,14790,6/30/2020,60
Sister Souljah,22676,7/31/2020,61
Sister Souljah,19446,8/31/2020,62
Sister Souljah,25360,9/30/2020,63
Sister Souljah,7417,10/31/2020,64
Sister Souljah,10747,11/30/2020,65
Sister Souljah,16670,12/31/2020,66
Sister Souljah,11484,1/31/2021,67
Sister Souljah,11443,2/28/2021,68
Sister Souljah,33303,3/31/2021,69
Sister Souljah,11806,4/30/2021,70
Sister Souljah,7768,5/31/2021,71
Sister Souljah,7005,6/30/2021,72
Sister Souljah,7562,7/31/2021,73
Sister Souljah,9165,8/31/2021,74
Sister Souljah,7305,9/30/2021,75
Sister Souljah,6609,10/31/2021,76
Sister Souljah,9349,11/30/2021,77
Sister Souljah,8162,12/31/2021,78
Sister Souljah,9377,1/31/2022,79
Sister Souljah,7340,2/28/2022,80
Sister Souljah,752,3/31/2022,81
Toni Morrison,66133,7/31/2015,1
Toni Morrison,56733,8/31/2015,2
Toni Morrison,55353,9/30/2015,3
Toni Morrison,50419,10/31/2015,4
Toni Morrison,63986,11/30/2015,5
Toni Morrison,63724,12/31/2015,6
Toni Morrison,66736,1/31/2016,7
Toni Morrison,72276,2/29/2016,8
Toni Morrison,53156,3/31/2016,9
Toni Morrison,47721,4/30/2016,10
Toni Morrison,45559,5/31/2016,11
Toni Morrison,39610,6/30/2016,12
Toni Morrison,38635,7/31/2016,13
Toni Morrison,38706,8/31/2016,14
Toni Morrison,42547,9/30/2016,15
Toni Morrison,60472,10/31/2016,16
Toni Morrison,59271,11/30/2016,17
Toni Morrison,49930,12/31/2016,18
Toni Morrison,57993,1/31/2017,19
Toni Morrison,67905,2/28/2017,20
Toni Morrison,54579,3/31/2017,21
Toni Morrison,46202,4/30/2017,22
Toni Morrison,48219,5/31/2017,23
Toni Morrison,39904,6/30/2017,24
Toni Morrison,37915,7/31/2017,25
Toni Morrison,45199,8/31/2017,26
Toni Morrison,41417,9/30/2017,27
Toni Morrison,46542,10/31/2017,28
Toni Morrison,52601,11/30/2017,29
Toni Morrison,47682,12/31/2017,30
Toni Morrison,56433,1/31/2018,31
Toni Morrison,61028,2/28/2018,32
Toni Morrison,56701,3/31/2018,33
Toni Morrison,49997,4/30/2018,34
Toni Morrison,47687,5/31/2018,35
Toni Morrison,37547,6/30/2018,36
Toni Morrison,36958,7/31/2018,37
Toni Morrison,38011,8/31/2018,38
Toni Morrison,38032,9/30/2018,39
Toni Morrison,45126,10/31/2018,40
Toni Morrison,47227,11/30/2018,41
Toni Morrison,43209,12/31/2018,42
Toni Morrison,63082,1/31/2019,43
Toni Morrison,77134,2/28/2019,44
Toni Morrison,53252,3/31/2019,45
Toni Morrison,52464,4/30/2019,46
Toni Morrison,44418,5/31/2019,47
Toni Morrison,40517,6/30/2019,48
Toni Morrison,52323,7/31/2019,49
Toni Morrison,1125514,8/31/2019,50
Toni Morrison,86189,9/30/2019,51
Toni Morrison,77912,10/31/2019,52
Toni Morrison,74671,11/30/2019,53
Toni Morrison,76847,12/31/2019,54
Toni Morrison,88321,1/31/2020,55
Toni Morrison,103506,2/29/2020,56
Toni Morrison,63042,3/31/2020,57
Toni Morrison,69122,4/30/2020,58
Toni Morrison,72171,5/31/2020,59
Toni Morrison,225282,6/30/2020,60
Toni Morrison,102420,7/31/2020,61
Toni Morrison,81551,8/31/2020,62
Toni Morrison,77591,9/30/2020,63
Toni Morrison,70749,10/31/2020,64
Toni Morrison,70951,11/30/2020,65
Toni Morrison,80323,12/31/2020,66
Toni Morrison,317014,1/31/2021,67
Toni Morrison,190127,2/28/2021,68
Toni Morrison,104448,3/31/2021,69
Toni Morrison,88573,4/30/2021,70
Toni Morrison,78732,5/31/2021,71
Toni Morrison,60746,6/30/2021,72
Toni Morrison,58060,7/31/2021,73
Toni Morrison,61519,8/31/2021,74
Toni Morrison,57095,9/30/2021,75
Toni Morrison,90039,10/31/2021,76
Toni Morrison,80133,11/30/2021,77
Toni Morrison,66073,12/31/2021,78
Toni Morrison,72514,1/31/2022,79
Toni Morrison,105751,2/28/2022,80
Toni Morrison,5167,3/31/2022,81
Walter Mosley,5967,7/31/2015,1
Walter Mosley,7360,8/31/2015,2
Walter Mosley,5313,9/30/2015,3
Walter Mosley,4707,10/31/2015,4
Walter Mosley,5232,11/30/2015,5
Walter Mosley,4992,12/31/2015,6
Walter Mosley,5446,1/31/2016,7
Walter Mosley,6520,2/29/2016,8
Walter Mosley,5221,3/31/2016,9
Walter Mosley,5174,4/30/2016,10
Walter Mosley,5346,5/31/2016,11
Walter Mosley,13137,6/30/2016,12
Walter Mosley,11417,7/31/2016,13
Walter Mosley,8597,8/31/2016,14
Walter Mosley,6824,9/30/2016,15
Walter Mosley,13709,10/31/2016,16
Walter Mosley,7122,11/30/2016,17
Walter Mosley,6794,12/31/2016,18
Walter Mosley,7903,1/31/2017,19
Walter Mosley,8415,2/28/2017,20
Walter Mosley,6980,3/31/2017,21
Walter Mosley,5431,4/30/2017,22
Walter Mosley,5425,5/31/2017,23
Walter Mosley,5645,6/30/2017,24
Walter Mosley,5630,7/31/2017,25
Walter Mosley,5288,8/31/2017,26
Walter Mosley,4411,9/30/2017,27
Walter Mosley,4674,10/31/2017,28
Walter Mosley,5261,11/30/2017,29
Walter Mosley,4755,12/31/2017,30
Walter Mosley,6087,1/31/2018,31
Walter Mosley,7820,2/28/2018,32
Walter Mosley,6688,3/31/2018,33
Walter Mosley,8807,4/30/2018,34
Walter Mosley,5161,5/31/2018,35
Walter Mosley,5804,6/30/2018,36
Walter Mosley,6957,7/31/2018,37
Walter Mosley,7883,8/31/2018,38
Walter Mosley,6112,9/30/2018,39
Walter Mosley,6235,10/31/2018,40
Walter Mosley,5489,11/30/2018,41
Walter Mosley,5109,12/31/2018,42
Walter Mosley,5790,1/31/2019,43
Walter Mosley,6163,2/28/2019,44
Walter Mosley,5140,3/31/2019,45
Walter Mosley,5124,4/30/2019,46
Walter Mosley,5072,5/31/2019,47
Walter Mosley,4828,6/30/2019,48
Walter Mosley,6695,7/31/2019,49
Walter Mosley,7938,8/31/2019,50
Walter Mosley,33684,9/30/2019,51
Walter Mosley,7169,10/31/2019,52
Walter Mosley,6144,11/30/2019,53
Walter Mosley,6880,12/31/2019,54
Walter Mosley,7957,1/31/2020,55
Walter Mosley,7372,2/29/2020,56
Walter Mosley,8003,3/31/2020,57
Walter Mosley,7589,4/30/2020,58
Walter Mosley,6973,5/31/2020,59
Walter Mosley,11784,6/30/2020,60
Walter Mosley,8693,7/31/2020,61
Walter Mosley,7714,8/31/2020,62
Walter Mosley,7805,9/30/2020,63
Walter Mosley,8961,10/31/2020,64
Walter Mosley,7879,11/30/2020,65
Walter Mosley,24981,12/31/2020,66
Walter Mosley,11690,1/31/2021,67
Walter Mosley,15284,2/28/2021,68
Walter Mosley,12566,3/31/2021,69
Walter Mosley,11414,4/30/2021,70
Walter Mosley,8896,5/31/2021,71
Walter Mosley,7548,6/30/2021,72
Walter Mosley,7040,7/31/2021,73
Walter Mosley,6868,8/31/2021,74
Walter Mosley,15287,9/30/2021,75
Walter Mosley,7927,10/31/2021,76
Walter Mosley,6772,11/30/2021,77
Walter Mosley,5847,12/31/2021,78
Walter Mosley,9246,1/31/2022,79
Walter Mosley,13289,2/28/2022,80
Walter Mosley,1312,3/31/2022,81
Zora Neale Hurston,16336,7/31/2015,1
Zora Neale Hurston,17874,8/31/2015,2
Zora Neale Hurston,20800,9/30/2015,3
Zora Neale Hurston,23741,10/31/2015,4
Zora Neale Hurston,24549,11/30/2015,5
Zora Neale Hurston,22800,12/31/2015,6
Zora Neale Hurston,35430,1/31/2016,7
Zora Neale Hurston,50524,2/29/2016,8
Zora Neale Hurston,33695,3/31/2016,9
Zora Neale Hurston,29123,4/30/2016,10
Zora Neale Hurston,25549,5/31/2016,11
Zora Neale Hurston,17271,6/30/2016,12
Zora Neale Hurston,16228,7/31/2016,13
Zora Neale Hurston,16691,8/31/2016,14
Zora Neale Hurston,21961,9/30/2016,15
Zora Neale Hurston,27163,10/31/2016,16
Zora Neale Hurston,25307,11/30/2016,17
Zora Neale Hurston,23161,12/31/2016,18
Zora Neale Hurston,35936,1/31/2017,19
Zora Neale Hurston,52988,2/28/2017,20
Zora Neale Hurston,38163,3/31/2017,21
Zora Neale Hurston,30016,4/30/2017,22
Zora Neale Hurston,26672,5/31/2017,23
Zora Neale Hurston,20982,6/30/2017,24
Zora Neale Hurston,17613,7/31/2017,25
Zora Neale Hurston,19317,8/31/2017,26
Zora Neale Hurston,24638,9/30/2017,27
Zora Neale Hurston,32203,10/31/2017,28
Zora Neale Hurston,30404,11/30/2017,29
Zora Neale Hurston,33151,12/31/2017,30
Zora Neale Hurston,54269,1/31/2018,31
Zora Neale Hurston,65400,2/28/2018,32
Zora Neale Hurston,42350,3/31/2018,33
Zora Neale Hurston,37021,4/30/2018,34
Zora Neale Hurston,62052,5/31/2018,35
Zora Neale Hurston,24856,6/30/2018,36
Zora Neale Hurston,25610,7/31/2018,37
Zora Neale Hurston,24116,8/31/2018,38
Zora Neale Hurston,26548,9/30/2018,39
Zora Neale Hurston,30001,10/31/2018,40
Zora Neale Hurston,27461,11/30/2018,41
Zora Neale Hurston,25635,12/31/2018,42
Zora Neale Hurston,37711,1/31/2019,43
Zora Neale Hurston,57933,2/28/2019,44
Zora Neale Hurston,38987,3/31/2019,45
Zora Neale Hurston,30720,4/30/2019,46
Zora Neale Hurston,30768,5/31/2019,47
Zora Neale Hurston,22614,6/30/2019,48
Zora Neale Hurston,21471,7/31/2019,49
Zora Neale Hurston,28046,8/31/2019,50
Zora Neale Hurston,24557,9/30/2019,51
Zora Neale Hurston,31243,10/31/2019,52
Zora Neale Hurston,28206,11/30/2019,53
Zora Neale Hurston,26741,12/31/2019,54
Zora Neale Hurston,44924,1/31/2020,55
Zora Neale Hurston,63997,2/29/2020,56
Zora Neale Hurston,35324,3/31/2020,57
Zora Neale Hurston,30841,4/30/2020,58
Zora Neale Hurston,29376,5/31/2020,59
Zora Neale Hurston,47196,6/30/2020,60
Zora Neale Hurston,32573,7/31/2020,61
Zora Neale Hurston,30771,8/31/2020,62
Zora Neale Hurston,35784,9/30/2020,63
Zora Neale Hurston,39537,10/31/2020,64
Zora Neale Hurston,29476,11/30/2020,65
Zora Neale Hurston,28448,12/31/2020,66
Zora Neale Hurston,41626,1/31/2021,67
Zora Neale Hurston,61384,2/28/2021,68
Zora Neale Hurston,44317,3/31/2021,69
Zora Neale Hurston,32942,4/30/2021,70
Zora Neale Hurston,30219,5/31/2021,71
Zora Neale Hurston,21936,6/30/2021,72
Zora Neale Hurston,21377,7/31/2021,73
Zora Neale Hurston,19578,8/31/2021,74
Zora Neale Hurston,26094,9/30/2021,75
Zora Neale Hurston,25443,10/31/2021,76
Zora Neale Hurston,23783,11/30/2021,77
Zora Neale Hurston,22362,12/31/2021,78
Zora Neale Hurston,39108,1/31/2022,79
Zora Neale Hurston,58274,2/28/2022,80
Zora Neale Hurston,3282,3/31/2022,81
